sample_id,n_het_X,n_called_X,n_het_3L,n_called_3L,n_het_3R,n_called_3R,n_het_2R,n_called_2R,n_het_2L,n_called_2L,n_het_3L_no_inv,n_called_3L_no_inv,n_het_3R_no_inv,n_called_3R_no_inv,n_het_2R_no_inv,n_called_2R_no_inv
VBS24195,159735,13210195,377992,28134634,510250,36078586,645885,46919562,538040,36796424,173694,13546775,198527,17691045,508501,35625018
VBS24196,168555,13209625,348573,28130941,488222,36092100,651148,46917025,379214,36804494,129652,13546512,219283,17689422,515734,35621205
VBS24197,179814,13208276,385086,28131251,506421,36076756,640992,46920647,528886,36788937,159380,13547270,190204,17689654,497306,35625730
VBS24198,170138,13206032,362779,28129446,558771,36069804,668032,46904102,524003,36788738,154959,13547378,215783,17687489,519551,35616296
VBS24199,172852,13207960,368448,28136218,506277,36090242,588985,46923098,504157,36795961,169478,13548605,247618,17686009,462626,35630056
VBS24200,136647,13209678,307400,28138209,497562,36091066,614127,46923549,566398,36787296,140172,13546731,225273,17688423,462712,35629837
VBS24201,145278,13213171,282452,28143679,497210,36091204,617742,46923581,539563,36792835,107214,13553098,214046,17690546,477781,35629515
VBS24202,24197,13231946,344160,28126689,253190,36109718,197350,46949064,570211,36785696,176990,13541762,110693,17698354,186640,35651034
VBS24203,116377,13207585,345064,28113930,451852,36076271,639424,46897715,532460,36769810,148052,13533364,228657,17676904,519828,35610927
VBS24204,63927,13218270,394817,28121822,428697,36087713,618131,46916800,564373,36783736,149160,13539383,146852,17688093,481799,35625016
VBS24205,220529,13199730,533970,28135103,601609,36081817,835728,46916609,660392,36779760,242342,13540401,276659,17684436,605521,35617662
VBS24209,183385,13203656,373022,28113362,476479,36078026,610373,46905653,551671,36774824,159403,13538197,194124,17682961,451124,35616930
VBS24210,180230,13202703,443673,28117039,477431,36076056,737015,46894055,629873,36769817,188678,13542928,174553,17684737,565751,35605760
VBS24213,160973,13210818,388861,28132255,467214,36093363,596369,46922554,554611,36787701,175938,13547301,189751,17689506,462385,35627150
VBS24216,167438,13205869,397774,28130384,479560,36084758,616544,46919183,568998,36786884,173218,13547243,227331,17685979,483999,35625334
VBS24218,161310,13208618,397628,28135715,470270,36098040,623821,46920262,477065,36799808,175426,13549306,210463,17692757,468217,35627720
VBS24221,183720,13197252,402933,28102975,528258,36055393,697865,46879861,591919,36752845,162533,13532421,233249,17668575,541188,35595330
VBS24222,174920,13204873,437514,28125375,548097,36086719,618952,46914735,639990,36776168,185357,13545930,237270,17688639,470480,35622461
VBS24225,91375,13204788,323208,28089884,359340,36040235,588648,46859389,277038,36747805,118680,13522396,169771,17654624,465507,35577629
VBS24226,121461,13205391,292239,28104664,561055,36043233,585559,46883536,576274,36754836,142199,13525669,215263,17670559,449748,35600058
VBS24227,148846,13207366,361157,28108298,551335,36052512,261550,46930026,567896,36762495,165327,13530425,218460,17674327,202018,35636395
VBS24228,178200,13206465,411272,28122143,537715,36081855,658875,46913784,605748,36774901,188283,13540437,239300,17684303,513371,35618574
VBS24229,184192,13195457,439014,28094831,609825,36031704,619183,46872420,597155,36746740,197550,13528049,261392,17663583,466751,35589697
VBS24230,161123,13205056,409297,28115371,505290,36071174,637395,46904315,532039,36774863,199436,13535250,228873,17678191,493219,35613886
VBS24231,174193,13206804,389795,28118170,476558,36091082,675792,46919076,574174,36785111,156660,13536075,190473,17689334,528681,35623964
VBS24232,173736,13197701,365471,28097784,502949,36047412,663583,46872044,577778,36746220,181899,13525761,224890,17663254,510742,35587331
VBS24233,172483,13205998,390468,28131713,489054,36090196,684276,46913355,556286,36784937,174167,13547796,222092,17686793,531328,35620590
VBS24234,153313,13202065,369102,28108026,575436,36052138,567612,46900774,552412,36762589,144076,13533378,240139,17674740,432809,35610635
VBS24235,167061,13208843,397226,28132966,522453,36080373,609958,46923419,585752,36788626,175276,13547757,231673,17683371,467369,35629377
VBS24236,175819,13207590,382129,28130520,545655,36076167,622106,46919381,545822,36790966,166991,13546979,215894,17689752,495134,35624988
VBS24238,126426,13206511,237988,28109112,567264,36044450,551145,46893116,546647,36760600,141176,13525915,224171,17669995,437752,35603245
VBS24239,161231,13208746,410134,28128293,466210,36089874,650001,46914805,576418,36783175,181321,13543228,211356,17687835,503419,35619753
VBS24240,168391,13209223,378782,28133400,441056,36092815,607799,46923686,580402,36786409,168286,13546036,222790,17690739,462295,35630458
VBS24241,156026,13203209,400708,28109298,522463,36063533,674366,46890128,560835,36763342,178910,13532834,231666,17670783,517090,35600318
VBS24242,165945,13189372,386246,28069611,537119,36006118,644898,46838468,568376,36719575,164627,13511946,222708,17651034,501366,35560364
VBS24243,195325,13205328,418285,28126784,489065,36091716,626976,46924045,526496,36792674,182758,13543225,203982,17690374,476414,35629648
VBS17729,147356,13243603,433687,28178319,500719,36129880,715209,46967202,543777,36831256,190942,13561146,237590,17704891,490232,35663111
VBS17730,144611,13244072,439039,28176643,498358,36130531,609526,46996130,549952,36829451,196773,13560739,231661,17705395,499164,35661760
VBS17731,130980,13245441,427717,28177686,626059,36083251,728844,46963271,516788,36834337,192391,13562164,237474,17703277,505425,35659681
VBS17732,134652,13245133,437305,28176091,483509,36131649,695932,46973155,495012,36838626,189145,13560504,223525,17705233,492972,35663698
VBS17733,150439,13240455,436283,28172032,430520,36108278,729138,46962779,557813,36826905,190854,13559127,207394,17705336,503389,35659571
VBS17734,120623,13243206,430927,28176342,486062,36133098,699192,46969225,551100,36826002,200604,13560197,214582,17708377,493169,35659792
VBS17735,144193,13243757,446371,28174661,570677,36105133,710883,46955483,514034,36834499,193938,13560063,237904,17701409,509677,35660546
VBS17736,144333,13243831,440963,28175774,493941,36130815,687113,46955327,552632,36825384,199699,13559354,236178,17703622,495022,35661125
VBS17737,144655,13244111,425826,28176856,562206,36105636,609784,46996620,532588,36832507,189026,13560946,234847,17705434,500904,35662354
VBS17738,141406,13243894,523460,28151334,473659,36131485,707508,46966080,542514,36833361,204581,13559141,213990,17707180,483927,35661081
VBS17739,143391,13243581,445159,28173456,557963,36104874,603175,46981931,328670,36852408,200631,13558946,234453,17704157,396013,35673799
VBS17740,144686,13242472,441779,28176922,483788,36130625,695973,46973274,525808,36829634,197736,13562356,229633,17704796,490417,35664821
VBS17741,148914,13242720,433220,28178209,624126,36084682,730030,46966296,533969,36831158,194313,13561416,232741,17705866,505454,35661120
VBS17742,140016,13242989,440548,28172890,627155,36083494,728380,46960720,537182,36830200,194407,13558676,237371,17703248,503573,35656635
VBS17743,135998,13244659,429081,28176630,631933,36082351,645012,46964777,539747,36829885,185631,13561716,242263,17703341,507269,35660311
VBS17744,144505,13243427,440397,28175839,633683,36083444,725033,46968583,539165,36829993,197224,13559771,240892,17703893,521560,35657992
VBS17745,145482,13241495,521131,28152562,612978,36089119,716851,46961688,528429,36833625,204984,13559263,225933,17704808,493839,35658733
VBS17746,138723,13244364,422150,28178570,435245,36096512,733783,46964368,549535,36830156,179446,13563130,200137,17706756,508761,35660225
VBS17747,150053,13242512,438969,28177683,627809,36087083,713930,46974016,554552,36829935,193038,13562037,238005,17704831,509085,35664449
VBS17748,147222,13243830,427399,28177349,560842,36108330,703118,46972646,518808,36837183,179357,13563099,235290,17704093,498880,35662902
VBS17749,148186,13242272,438312,28175907,501230,36128835,710949,46970508,542480,36829129,194388,13561973,232348,17702667,507049,35660477
VBS17750,146859,13243166,441830,28174887,488503,36127419,704690,46953305,543123,36828826,201223,13558037,225167,17702590,504161,35659935
VBS17751,138175,13242395,440247,28174849,494920,36129567,537783,47004927,538726,36831259,194331,13560699,230762,17705387,482941,35663565
VBS17752,144663,13243013,421801,28178673,563273,36106986,608968,46996776,499446,36834298,199597,13560512,234849,17703236,495078,35663164
VBS17753,146292,13242997,449892,28170879,462201,36129515,629835,46959326,543158,36828661,205922,13558169,215361,17705730,504492,35659894
VBS17754,146527,13242959,443126,28173288,631518,36078257,618624,46993949,521480,36830068,200948,13559450,239050,17701129,502318,35659449
VBS17755,147853,13242045,442696,28175683,475937,36131934,591353,46968075,533947,36830705,197996,13560335,224203,17706600,475624,35667221
VBS17756,142486,13245363,208851,28197617,475119,36131777,730092,46965876,541024,36832121,104244,13572032,209224,17707714,505885,35661582
VBS17757,146146,13242295,422844,28178358,492203,36130998,706426,46971334,538510,36832194,187840,13561433,231157,17706525,503010,35660831
VBS17758,143987,13244609,433508,28176416,554837,36108565,602308,46962838,533616,36828994,194631,13559662,236265,17705837,500469,35660512
VBS17759,146764,13242769,441357,28179169,556544,36110481,628266,46994027,539697,36829223,197615,13562019,232638,17705660,514509,35660810
VBS17760,150651,13241811,444063,28177298,626583,36084258,638471,46967595,525517,36831526,201244,13560809,238013,17702314,501831,35661773
VBS17761,144255,13242185,430997,28176628,631558,36084912,589667,46996366,493966,36833476,193210,13560658,241323,17703445,484131,35661633
VBS17762,145225,13241477,446558,28174614,561375,36106020,649909,46979654,556646,36830417,197809,13559092,233926,17704356,445216,35667797
VBS17763,148108,13242687,441640,28172364,548668,36106475,612942,46996452,541719,36830317,202489,13558857,228232,17704667,500608,35662715
VBS17764,122714,13247186,437170,28176368,440586,36134895,606375,46997174,542504,36832346,195623,13560619,198620,17708943,499140,35663241
VBS17765,145705,13242847,439114,28176829,487972,36131849,691240,46959282,545595,36832808,204312,13560076,234991,17705176,488219,35665200
VBS17766,145672,13243089,431314,28176815,491524,36126697,713821,46965969,542603,36829153,191782,13562143,225755,17704732,489181,35661721
VBS17767,148075,13241721,440915,28174997,547040,36100726,729351,46963750,543427,36828192,197514,13560455,223640,17702309,505307,35659465
VBS17768,142694,13243166,442535,28175212,553033,36106578,706775,46969817,550106,36830954,194237,13560109,232733,17704389,481268,35664494
VBS17770,215624,13205618,525545,28145399,620597,36076036,771964,46922639,647923,36788319,234229,13547544,272570,17688553,589977,35626080
VBS17772,216267,13204121,523398,28144688,659650,36059730,810039,46911443,646004,36788811,234530,13547304,274436,17686356,595711,35622296
VBS17777,215049,13206918,522559,28144200,664754,36060521,806952,46914256,646294,36788433,233038,13545331,277051,17686534,592500,35623399
VBS17778,215697,13203622,558935,28130796,622376,36076594,816614,46923054,642962,36784287,236716,13545675,268729,17690409,601755,35621120
VBS17780,216438,13202552,555144,28129395,660524,36060794,775823,46914674,647856,36786153,234484,13543592,273929,17686338,593372,35618118
VBS17784,213425,13204265,518603,28147236,604632,36063890,813892,46925564,648240,36789064,231084,13549083,267078,17687416,600412,35622198
VBS17785,203493,13206373,522542,28141340,584506,36086248,789058,46916124,645206,36788154,231472,13546455,268617,17687318,597172,35623478
VBS17786,210731,13204314,524162,28139109,629651,36068147,805828,46905705,649816,36783447,234062,13543051,276180,17684719,595161,35616534
VBS17798,206877,13208509,556625,28133600,587828,36086789,770610,46919028,646349,36787600,235733,13546777,269885,17687611,584798,35623853
VBS17801,210538,13206626,553776,28133170,659911,36058257,798739,46927227,644271,36788800,233795,13545309,272654,17685563,582887,35624308
VBS17190,213850,13202607,519989,28144275,553320,36090406,825092,46920143,643778,36787845,232939,13546302,268218,17688061,598933,35619421
VBS17191,216073,13204999,521074,28140965,622049,36077138,807971,46926763,645487,36786862,231812,13543369,273470,17689766,596760,35622450
VBS17192,215410,13204101,521971,28145849,575813,36069399,846903,46908961,643043,36790343,232628,13546452,250991,17691432,618993,35613173
VBS17193,185808,13202272,523606,28146397,616795,36074995,814512,46929625,645198,36784465,233018,13546193,267191,17688253,601047,35623598
VBS17195,216119,13204084,519848,28142726,582577,36090255,811539,46923188,645460,36783935,231630,13545692,265358,17690600,599982,35620570
VBS17196,215644,13203256,521477,28143028,569195,36087104,759088,46922573,645764,36784040,231631,13545739,258926,17688877,588319,35623787
VBS17197,215377,13206751,520516,28143696,491435,36089558,727061,46949352,646947,36789968,231579,13545083,270781,17687268,596657,35623655
VBS17198,215854,13202559,520860,28140263,588973,36082485,811114,46908077,648417,36784038,231474,13544099,269833,17685600,599996,35617059
VBS17199,215587,13203573,520929,28144158,592836,36063396,811880,46913208,646465,36786072,234083,13546583,265362,17686597,601218,35622448
VBS17200,216002,13204663,523899,28141100,622893,36072858,772275,46916165,648017,36783443,233286,13544699,269492,17686462,596759,35619625
VBS17202,216329,13204381,519814,28142653,601599,36066065,767932,46923538,645001,36789807,233370,13544951,264329,17688571,597655,35624123
VBS17203,214555,13203816,521476,28144568,583305,36090614,809326,46924835,646096,36787564,232205,13546462,266991,17689753,599425,35620013
VBS17204,215769,13202719,522438,28142348,579646,36059492,811980,46909454,644903,36786384,233949,13546101,267060,17684648,600074,35619551
VBS17205,216133,13204225,525934,28142509,613090,36060015,762379,46918656,645565,36786641,236166,13543855,271971,17684578,595501,35619737
VBS17206,216504,13204500,523527,28144689,660311,36057876,812663,46914527,648239,36787277,233299,13546596,273213,17683578,599053,35623969
VBS17207,203860,13206996,513162,28144456,547817,36080925,758334,46914825,646820,36786897,226497,13546439,264068,17690000,576672,35622170
VBS17208,214780,13203538,522235,28139735,660517,36060342,765417,46917670,646753,36786650,233066,13545717,274208,17685184,554401,35627552
VBS17209,214938,13204888,479769,28146033,654745,36059775,718064,46931175,646972,36790105,212957,13546452,270252,17685374,492551,35631219
VBS17210,214951,13203839,511999,28141819,584954,36077867,774966,46930188,646654,36786006,224462,13545577,247607,17691570,561395,35625153
VBS17212,216193,13205355,521050,28142207,655414,36061484,758541,46920579,646739,36785462,233987,13543927,270362,17685586,582313,35622860
VBS17213,212813,13205439,515144,28140756,656447,36063274,809626,46923575,645469,36786565,226229,13544456,271151,17688722,597692,35620030
VBS17214,212803,13203337,523510,28142003,558369,36076340,795384,46927548,619949,36790582,232862,13545195,259347,17687961,582333,35622714
VBS17215,215778,13204818,503087,28147424,617915,36076069,751269,46930084,642006,36788259,234038,13545530,266868,17688766,575412,35621222
VBS17216,214623,13204386,523835,28144359,619006,36074326,809473,46926633,643849,36787200,234233,13546106,269487,17687277,596459,35622374
VBS17217,217272,13205049,523582,28144628,653801,36061887,807249,46914552,647090,36788585,234252,13545616,268450,17686093,598812,35621578
VBS17218,216266,13204352,522760,28143075,586446,36088581,823819,46919587,644776,36784597,233746,13544999,269645,17688097,597088,35620824
VBS17219,215613,13203295,521982,28140231,584737,36086931,696344,46928620,642174,36786377,231744,13544670,268766,17689424,523617,35631546
VBS17220,214123,13205954,522115,28140659,600117,36066293,816623,46913278,645717,36787145,233465,13543765,272555,17686524,602354,35623286
VBS17221,216029,13204386,519242,28142484,574397,36089574,824890,46924321,644903,36787132,232319,13544633,268853,17689024,599740,35623693
VBS17222,213471,13205526,517408,28141951,591789,36079245,764112,46919961,645873,36783701,234837,13545760,256626,17690021,593157,35620491
VBS17224,215315,13202831,520371,28144715,571554,36060856,774714,46918582,645907,36786348,232608,13546434,256912,17687932,598891,35622040
VBS17225,215237,13203259,520874,28142618,588303,36085706,745182,46916536,646904,36784017,232359,13545989,269394,17687136,571579,35619505
VBS17226,193458,13206693,523972,28142729,464759,36080349,840525,46905447,648285,36785669,234429,13545417,173864,17690531,607789,35609253
VBS17227,215254,13204801,519588,28142234,654810,36059855,808354,46912838,647526,36786448,230143,13546108,268781,17685751,594308,35621610
VBS17228,214025,13203040,523841,28142355,655884,36059716,775141,46918595,645078,36787829,235234,13545379,270559,17686077,596872,35621764
VBS17229,214611,13204518,520890,28143791,582784,36062434,825009,46920609,646630,36786746,231476,13547024,259987,17685946,598309,35619897
VBS17230,214413,13202816,520450,28140287,653553,36062531,809797,46921787,621051,36791751,232410,13544744,269058,17687388,597155,35617908
VBS17231,215565,13204307,508957,28141602,583112,36087150,812594,46925179,649925,36787844,221183,13544183,266357,17688492,599852,35622441
VBS17233,214831,13203059,521521,28145408,615246,36073101,825687,46918330,644398,36784437,233168,13546680,260907,17688171,599844,35619581
VBS17234,215868,13204748,518966,28141984,652728,36063598,809333,46923025,646485,36787314,231508,13544716,266172,17688297,597797,35618552
VBS17235,215572,13204972,520033,28145330,597619,36065108,808758,46915262,645854,36790616,232399,13546837,267285,17688160,594780,35622652
VBS17236,215029,13204074,521221,28140666,616091,36072522,765135,46918170,646129,36786879,232642,13543206,271150,17687356,596725,35619515
VBS17237,216782,13202972,515468,28144469,584433,36088692,806942,46923168,618399,36788577,225463,13545970,267134,17688387,595112,35618559
VBS17238,205169,13205940,523431,28144359,622602,36074031,755744,46922488,644215,36786120,234601,13545976,272511,17687014,587790,35622901
VBS17239,214318,13206026,521264,28144424,555260,36078793,796309,46916724,646766,36789646,233558,13544744,261907,17688573,585906,35624886
VBS17240,214412,13205015,519943,28142638,648160,36062499,712833,46947243,642282,36789511,233691,13545341,263232,17687678,584215,35622175
VBS17241,215123,13205532,520432,28142803,582889,36089551,821223,46923721,642593,36787831,231307,13546401,265229,17690029,596435,35623618
VBS17242,215864,13205031,517417,28146032,652157,36061311,725975,46943421,643707,36786824,231140,13547062,268283,17686231,598115,35618555
VBS17243,215363,13204929,517710,28144024,572099,36089247,722243,46943961,643486,36787082,231032,13545330,256203,17690605,591110,35620301
VBS17244,215522,13203328,522038,28144666,611507,36075609,819812,46918873,637697,36787282,234053,13545171,263054,17688612,594673,35619435
VBS17245,216193,13203901,520281,28143183,578526,36090763,729517,46943827,641405,36785493,231633,13546121,263347,17690283,599629,35620238
VBS17246,213168,13205605,520545,28146321,646456,36066344,814765,46922527,634307,36791042,233193,13546586,262072,17691606,589432,35622765
VBS17247,215609,13204847,520300,28143646,581158,36089322,706873,46949971,640177,36785841,231987,13546015,264050,17690613,575468,35625349
VBS17248,214965,13206523,515467,28140953,577418,36091736,722281,46948359,639880,36788908,231873,13544101,263361,17689846,592384,35622038
VBS17249,214350,13203090,521137,28142691,578189,36088098,721946,46945930,635880,36787953,234184,13544464,263820,17689397,597153,35620528
VBS17250,214335,13207549,521009,28145423,577758,36091553,715906,46949631,630326,36793227,235285,13545976,262932,17691290,585983,35625058
VBS17251,213030,13205075,516525,28141329,573518,36089845,719723,46949254,633874,36793276,229758,13543697,262338,17689325,592173,35622912
VBS17252,214130,13205288,521857,28141571,611581,36078468,707065,46950577,644552,36783101,234252,13543821,264586,17689840,577211,35624912
VBS17253,215194,13205365,521198,28143044,579817,36089755,713945,46949981,632263,36790431,232939,13545197,266009,17688337,587037,35623587
VBS17255,215087,13205461,517747,28142284,652632,36061068,689323,46951519,636676,36786073,232447,13544505,268219,17687051,589719,35622415
VBS17256,214224,13206231,517822,28143574,613806,36073935,773052,46929054,646807,36787950,232196,13545885,266870,17687141,565528,35624401
VBS17258,215203,13203306,520503,28142197,580937,36090436,727159,46948489,636156,36788138,232222,13543599,263009,17691125,600321,35622692
VBS17259,219481,13198028,529543,28133893,587498,36077713,737385,46933457,656655,36772384,236655,13540815,262750,17684771,604263,35611132
VBS17260,215720,13202841,522307,28143106,622875,36070590,719967,46945696,650538,36785612,232453,13543542,272105,17685353,592518,35620751
VBS17265,215593,13204303,518571,28139925,577909,36090325,788500,46923283,625424,36789452,230157,13544060,261703,17690713,578418,35619894
VBS17267,215825,13206077,517955,28143416,614083,36077503,801824,46924284,632176,36786633,232015,13545014,266677,17690133,594123,35620237
VBS17270,215139,13206220,521005,28141510,586457,36088649,823998,46920679,641482,36788330,232698,13543666,268166,17687198,598887,35620336
VBS17273,214195,13204459,520674,28142525,645615,36063045,705774,46947095,635899,36784450,233811,13545542,260293,17689228,577614,35623003
VBS17275,214622,13206552,514801,28144174,577750,36088920,710227,46949999,638425,36786721,231952,13545550,262496,17689520,581033,35625426
VBS17277,214071,13204009,516651,28141653,583180,36089467,727101,46946151,638609,36787697,230561,13544658,267821,17688331,597780,35620824
VBS17278,216181,13205243,524579,28143704,617506,36076712,783721,46928089,640957,36786443,234180,13545622,269774,17689758,573637,35622847
VBS17282,214285,13204416,518476,28143648,655736,36064219,713501,46948611,636763,36788621,231208,13546545,270333,17689760,585945,35624070
VBS17283,240044,13194316,583294,28126537,655600,36067477,799392,46919995,723431,36766722,261139,13537863,297708,17679893,647988,35601707
VBS17286,214699,13204184,520365,28144392,617482,36073665,796241,46928246,631895,36791419,233751,13545101,269659,17688953,586209,35625143
VBS17288,213647,13204255,518695,28143624,575609,36090587,703075,46950313,635950,36791900,230421,13546114,260699,17690622,573972,35626195
VBS17289,211892,13206519,519169,28144698,577793,36090329,721549,46948918,639928,36785927,230068,13545713,261340,17692023,593478,35623905
VBS17290,128992,13242258,461533,28151363,495862,36107414,694186,46934983,560583,36808083,211032,13551061,233953,17694298,519136,35640654
VBS17316,121034,13249414,535673,28143227,552121,36101692,671915,46948148,541504,36823767,208147,13556893,229433,17701486,504558,35649766
VBS17317,126728,13246020,434796,28142101,477266,36080342,683393,46948039,545794,36820123,202584,13554671,233267,17698008,516924,35650207
VBS17318,125742,13245359,438884,28138672,583278,36067429,731136,46936317,542491,36820513,206554,13552913,239270,17694070,514032,35649974
VBS17319,124153,13246466,529730,28141203,630803,36076637,705917,46944079,546827,36820427,209054,13553833,238926,17697639,495562,35653722
VBS17320,119392,13248112,442840,28135164,489277,36075393,675096,46942453,546141,36821630,200295,13551738,239818,17694326,523298,35649296
VBS17323,162791,13239823,616033,28129069,592273,36062039,808632,46924501,648873,36807511,249554,13546861,282954,17688831,610200,35635453
VBS17326,119995,13248455,429381,28142760,473975,36078038,687244,46946392,551073,36819441,201422,13554329,235600,17694635,516980,35651052
VBS17327,124177,13244403,446185,28160412,637355,36069669,721974,46935296,548557,36816342,205026,13554417,241039,17695350,514304,35646395
VBS17328,118331,13248404,450556,28160897,493884,36077088,725438,46938163,542573,36820767,203840,13554332,237105,17697132,516098,35649304
VBS17329,124070,13246923,537526,28139518,542525,36078948,685813,46943764,541284,36820760,211352,13552874,240547,17695389,523060,35645746
VBS17330,122055,13246603,527659,28141002,489838,36073797,730680,46938632,543340,36819193,207824,13553188,233489,17695068,520702,35649475
VBS17331,126619,13246348,443656,28164831,633951,36072819,646832,46946469,536318,36819387,199515,13554914,240592,17696107,497686,35649835
VBS17332,124475,13246306,514630,28141054,577405,36073189,685767,46949774,545927,36817963,198065,13553725,239971,17695567,518681,35652122
VBS17333,122484,13248393,442256,28140353,484185,36081073,724522,46941127,552032,36822867,211537,13553249,234740,17697492,517298,35650772
VBS17334,123891,13245494,451544,28164811,498677,36092092,685665,46945457,549601,36819595,209070,13554466,235537,17695991,513979,35649070
VBS17335,122441,13246344,544109,28133840,647540,36067940,704386,46937873,564829,36816585,213391,13551788,248176,17695253,533666,35642905
VBS17339,121501,13247068,529540,28138607,627679,36077142,716746,46940038,549494,36818340,202994,13551837,235092,17697685,508331,35650082
VBS17342,114581,13245857,427823,28160608,590793,36057753,662779,46937837,553493,36804089,201606,13549461,233316,17693517,497917,35641722
VBS17345,111124,13248768,412103,28166682,535324,36074629,659110,46940035,556787,36799573,197263,13552258,228589,17697872,493396,35643878
VBS17346,113036,13248443,459242,28117663,475381,36073044,644911,46950380,556707,36804766,195758,13552334,219258,17698906,483381,35654484
VBS17347,110721,13246764,551290,28130376,489135,36064516,722576,46929119,566363,36800651,211023,13549554,230274,17693873,508109,35641404
VBS17348,110788,13249768,543471,28130702,490649,36067318,656173,46946593,550453,36807171,204422,13550164,227024,17695907,492727,35650367
VBS17349,111034,13246585,537470,28126188,490549,36065827,677174,46940932,566773,36802128,197969,13546207,224949,17694274,502095,35648717
VBS17351,112434,13242933,475349,28142343,530983,36044290,710759,46919411,605281,36785858,219694,13544372,245676,17687000,532412,35630565
VBS17353,112846,13249069,557982,28127523,582543,36060627,654463,46942269,554425,36807571,206644,13550587,229712,17694125,494158,35645834
VBS17355,106313,13248764,451618,28121538,585139,36060264,665805,46940713,554584,36808927,200221,13551079,229811,17695401,497935,35645737
VBS17356,114229,13247578,546349,28124868,585355,36060433,668432,46937762,552163,36806153,200896,13547138,233287,17695123,496135,35643658
VBS17361,108392,13248363,425230,28164530,578384,36060366,652873,46943262,558191,36806676,196868,13551696,231715,17693815,487749,35648133
VBS17362,119469,13240796,561889,28119377,609476,36047137,686065,46923691,576143,36786349,215989,13544796,241421,17689030,516146,35632025
VBS17364,110246,13245849,529259,28135755,631651,36067445,661118,46940133,550635,36805038,199041,13552279,231312,17695369,499171,35645744
VBS17370,115907,13243679,553129,28121615,504212,36054789,667446,46935033,559453,36800343,207125,13547893,227545,17690968,496012,35642390
VBS17371,109560,13248907,460464,28117882,491845,36067596,665898,46941924,549381,36807594,201144,13552129,229452,17694584,499549,35648332
VBS17373,110565,13245879,429281,28162097,542937,36069222,661080,46940624,563788,36804209,208118,13549678,230779,17695703,490584,35646143
VBS17374,114480,13245587,555047,28123910,590198,36054979,675251,46930395,562448,36796598,211138,13547205,229013,17692155,504365,35638047
VBS17378,112891,13246674,548209,28124815,587129,36060926,644663,46946996,552161,36804721,198364,13550223,231124,17694166,475369,35653220
VBS17380,134121,13239404,597517,28111612,645724,36038813,758221,46910853,628439,36782250,230495,13542402,256796,17686274,568591,35622473
VBS17387,113026,13247880,546530,28129397,492711,36066044,659017,46939934,554442,36805926,206531,13550305,223116,17697819,492061,35645004
VBS17388,106615,13251352,432974,28165129,583274,36063526,658054,46945214,550693,36806259,203228,13551359,230621,17695553,493861,35648426
VBS17391,106921,13248476,430257,28165486,495755,36063735,657979,46939409,554104,36801384,204651,13551407,221787,17695776,488078,35644239
VBS17394,213486,13205317,555970,28132734,658831,36062257,802746,46907611,637199,36787626,234201,13546508,270386,17686636,588144,35619826
VBS17395,215802,13204203,519459,28140205,580992,36087498,762062,46914925,640920,36787832,231963,13543923,266536,17687817,588060,35620700
VBS17396,214803,13203395,517941,28143185,575529,36087566,793793,46910043,640356,36787581,231449,13545055,263039,17686411,580280,35621347
VBS17397,209942,13204787,554801,28130791,578767,36088596,810854,46911389,643254,36790094,232582,13544633,268160,17688039,596781,35623968
VBS17398,213718,13205347,553262,28132003,582047,36088795,761397,46912021,646005,36786409,232371,13545608,267455,17689339,587845,35619611
VBS17399,212514,13206888,518447,28143980,615219,36074492,786162,46916821,641980,36786783,232502,13546176,267045,17688827,596827,35623607
VBS17400,211841,13205005,523540,28142563,620432,36071812,772993,46913873,644317,36786657,233209,13544312,269897,17686171,598041,35620507
VBS17401,213874,13205977,553630,28131283,656659,36059711,765100,46914604,643510,36786977,234210,13545431,268742,17686560,596871,35620931
VBS17402,212118,13205605,516456,28144278,576054,36092039,770796,46914081,644921,36784470,230544,13546495,263824,17690755,597757,35619348
VBS17403,213407,13204287,553915,28128834,567598,36088788,792874,46907945,643375,36790659,232901,13543874,255251,17689096,579239,35619009
VBS17404,210898,13204323,521669,28144513,575753,36087223,795672,46912501,642225,36786338,232856,13545897,264925,17689760,581164,35624623
VBS17405,212365,13205888,521317,28142535,652886,36062665,806302,46910380,642036,36788889,231893,13546617,264427,17688274,590114,35621177
VBS17406,214102,13204500,521448,28142808,580690,36088005,767199,46915976,643733,36786247,232436,13545087,266695,17687255,593816,35623326
VBS17407,211382,13204046,517476,28142839,577588,36089204,771244,46916134,643146,36789194,231153,13547661,265162,17688027,582481,35622834
VBS17408,212948,13204483,523202,28142119,577160,36089386,808678,46911769,642112,36783434,234092,13545576,265778,17689086,594507,35623094
VBS17409,214048,13204157,519603,28144099,582329,36088742,809447,46909990,645242,36785915,231832,13544995,267059,17686424,593976,35620444
VBS17410,214678,13205541,554673,28131955,616714,36072580,757112,46915284,642124,36789878,232730,13546514,266325,17686604,584072,35622424
VBS17411,214285,13205166,523406,28142535,578265,36089881,759308,46915109,643785,36789171,234069,13545029,263959,17689868,586232,35622530
VBS17412,211706,13204304,553857,28132094,577195,36090806,811255,46910181,645569,36787558,231911,13545707,264277,17688103,596242,35621236
VBS17413,214734,13205385,520239,28141590,617814,36073692,763041,46918449,643675,36787495,232415,13544978,268035,17688788,589585,35624617
VBS17414,211780,13206107,517265,28144692,572797,36087946,812832,46908756,643120,36787164,230877,13545070,266645,17687689,598003,35620519
